,lemmatised_Luke
7031,tell
7032,man
7033,.
7034,9:22
7035,.
7036,Saying
7037,:
7038,Son
7039,man
7040,must
7041,suffer
7042,many
7043,thing
7044,rejected
7045,ancient
7046,chief
7047,priest
7048,scribe
7049,killed
7050,third
7051,day
7052,rise
7053,.
7054,9:23
7055,.
7056,said
7057,:
7058,man
7059,come
7060,","
7061,let
7062,deny
7063,take
7064,cross
7065,daily
7066,follow
7067,.
7068,9:24
7069,.
7070,whosoever
7071,save
7072,life
7073,shall
7074,lose
7075,:
7076,shall
7077,lose
7078,life
7079,sake
7080,shall
7081,save
7082,.
7083,9:25
7084,.
7085,man
7086,advantaged
7087,","
7088,gain
7089,whole
7090,world
7091,lose
7092,cast
7093,away
7094,?
7095,9:26
7096,.
7097,shall
7098,ashamed
7099,word
7100,","
7101,Son
7102,man
7103,shall
7104,ashamed
7105,","
7106,shall
7107,come
7108,majesty
7109,Father
7110,holy
7111,angel
7112,.
7113,9:27
7114,.
7115,tell
7116,truth
7117,:
7118,standing
7119,shall
7120,taste
7121,death
7122,till
7123,see
7124,kingdom
7125,God
7126,.
7127,9:28
7128,.
7129,came
7130,pas
7131,","
7132,eight
7133,day
7134,word
7135,","
7136,took
7137,Peter
7138,James
7139,John
7140,went
7141,mountain
7142,pray
7143,.
7144,9:29
7145,.
7146,whilst
7147,prayed
7148,","
7149,shape
7150,countenance
7151,altered
7152,raiment
7153,became
7154,white
7155,glittering
7156,.
7157,9:30
7158,.
7159,behold
7160,two
7161,men
7162,talking
7163,.
7164,Moses
7165,Elias
7166,","
7167,9:31
7168,.
7169,Appearing
7170,majesty
7171,.
7172,spoke
7173,decease
7174,accomplish
7175,Jerusalem
7176,.
7177,9:32
7178,.
7179,Peter
7180,heavy
7181,sleep
7182,.
7183,waking
7184,","
7185,saw
7186,glory
7187,two
7188,men
7189,stood
7190,.
7191,9:33
7192,.
7193,came
7194,pas
7195,","
7196,departing
7197,","
7198,Peter
7199,saith
7200,Jesus
7201,:
7202,Master
7203,","
7204,good
7205,u
7206,:
7207,let
7208,u
7209,make
7210,three
7211,tabernacle
7212,","
7213,one
7214,thee
7215,","
7216,one
7217,Moses
7218,;
7219,one
7220,Elias
7221,:
7222,knowing
7223,said
7224,.
7225,9:34
7226,.
7227,spoke
7228,thing
7229,","
7230,came
7231,cloud
7232,overshadowed
7233,.
7234,afraid
7235,entered
7236,cloud
7237,.
7238,9:35
7239,.
7240,voice
7241,came
7242,cloud
7243,;
7244,saying
7245,:
7246,beloved
7247,son
7248,.
7249,Hear
7250,.
7251,9:36
7252,.
7253,whilst
7254,voice
7255,uttered
7256,Jesus
7257,found
7258,alone
7259,.
7260,held
7261,peace
7262,told
7263,man
7264,day
7265,thing
7266,seen
7267,.
7268,9:37
7269,.
7270,came
7271,pas
7272,day
7273,following
7274,","
7275,came
7276,mountain
7277,","
7278,met
7279,great
7280,multitude
7281,.
7282,9:38
7283,.
7284,behold
7285,man
7286,among
7287,crowd
7288,cried
7289,","
7290,saying
7291,:
7292,Master
7293,","
7294,beseech
7295,thee
7296,","
7297,look
7298,upon
7299,son
7300,","
7301,one
7302,.
7303,9:39
7304,.
7305,lo
7306,","
7307,spirit
7308,seizeth
7309,","
7310,suddenly
7311,crieth
7312,","
7313,throweth
7314,teareth
7315,","
7316,foameth
7317,;
7318,bruising
7319,","
7320,hardly
7321,departeth
7322,.
7323,9:40
7324,.
7325,desired
7326,thy
7327,disciple
7328,cast
7329,:
7330,could
7331,.
7332,9:41
7333,.
7334,Jesus
7335,","
7336,answering
7337,","
7338,said
7339,:
7340,faithless
7341,perverse
7342,generation
7343,","
7344,long
7345,shall
7346,suffer
7347,?
7348,Bring
7349,hither
7350,thy
7351,son
7352,.
7353,9:42
7354,.
7355,coming
7356,","
7357,devil
7358,threw
7359,tore
7360,.
7361,9:43
7362,.
7363,Jesus
7364,rebuked
7365,unclean
7366,spirit
7367,cured
7368,boy
7369,restored
7370,father
7371,.
7372,9:44
7373,.
7374,astonished
7375,mighty
7376,power
7377,God
7378,.
7379,wondered
7380,thing
7381,","
7382,said
7383,disciple
7384,:
7385,Lay
7386,heart
7387,word
7388,","
7389,shall
7390,come
7391,pas
7392,Son
7393,man
7394,shall
7395,delivered
7396,hand
7397,men
7398,.
7399,9:45
7400,.
7401,understood
7402,word
7403,:
7404,hid
7405,","
7406,perceived
7407,.
7408,afraid
7409,ask
7410,concerning
7411,word
7412,.
7413,9:46
7414,.
7415,entered
7416,thought
7417,","
7418,greater
7419,.
7420,9:47
7421,.
7422,Jesus
7423,seeing
7424,thought
7425,heart
7426,","
7427,took
7428,child
7429,set
7430,","
7431,9:48
7432,.
7433,said
7434,:
7435,Whosoever
7436,shall
7437,receive
7438,child
7439,name
7440,receiveth
7441,;
7442,whosoever
7443,shall
7444,receive
7445,receiveth
7446,sent
7447,.
7448,lesser
7449,among
7450,","
7451,greater
7452,.
7453,9:49
7454,.
7455,John
7456,","
7457,answering
7458,","
7459,said
7460,:
7461,Master
7462,","
7463,saw
7464,certain
7465,man
7466,casting
7467,devil
7468,thy
7469,name
7470,:
7471,forbade
7472,","
7473,followeth
7474,u
7475,.
7476,9:50
7477,.
7478,Jesus
7479,said
7480,:
7481,Forbid
7482,:
7483,.
7484,9:51
7485,.
7486,came
7487,pas
7488,","
7489,day
7490,assumption
7491,accomplishing
7492,","
7493,steadfastly
7494,set
7495,face
7496,go
7497,Jerusalem
7498,.
7499,9:52
7500,.
7501,sent
7502,messenger
7503,face
7504,:
7505,going
7506,","
7507,entered
7508,city
7509,Samaritans
7510,","
7511,prepare
7512,.
7513,9:53
7514,.
7515,received
7516,","
7517,face
7518,one
7519,going
7520,Jerusalem
7521,.
7522,9:54
7523,.
7524,disciple
7525,","
7526,James
7527,John
7528,","
7529,seen
7530,","
7531,said
7532,:
7533,Lord
7534,","
7535,wilt
7536,thou
7537,command
7538,fire
7539,come
7540,heaven
7541,consume
7542,?
7543,9:55
7544,.
7545,turning
7546,","
7547,rebuked
7548,","
7549,saying
7550,:
7551,know
7552,spirit
7553,.
7554,9:56
7555,.
7556,Son
7557,man
7558,came
7559,destroy
7560,soul
7561,","
7562,save
7563,.
7564,went
7565,another
7566,town
7567,.
7568,9:57
7569,.
7570,came
7571,pas
7572,","
7573,walked
7574,way
7575,","
7576,certain
7577,man
7578,said
7579,:
7580,follow
7581,thee
7582,whithersoever
7583,thou
7584,goest
7585,.
7586,9:58
7587,.
7588,Jesus
7589,said
7590,:
7591,fox
7592,hole
7593,","
7594,bird
7595,air
7596,nest
7597,:
7598,Son
7599,man
7600,hath
7601,lay
7602,head
7603,.
7604,9:59
7605,.
7606,said
7607,another
7608,:
7609,Follow
7610,.
7611,said
7612,:
7613,Lord
7614,","
7615,suffer
7616,first
7617,go
7618,bury
7619,father
7620,.
7621,9:60
7622,.
7623,Jesus
7624,said
7625,:
7626,Let
7627,dead
7628,bury
7629,dead
7630,:
7631,go
7632,thou
7633,preach
7634,kingdom
7635,God
7636,.
7637,9:61
7638,.
7639,another
7640,said
7641,:
7642,follow
7643,thee
7644,","
7645,Lord
7646,;
7647,let
7648,first
7649,take
7650,leave
7651,house
7652,.
7653,9:62
7654,.
7655,Jesus
7656,said
7657,:
7658,man
7659,putting
7660,hand
7661,plough
7662,looking
7663,back
7664,fit
7665,kingdom
7666,God
7667,.
7668,Luke
7669,Chapter
7670,10
7671,Christ
7672,sends
7673,forth
7674,instructs
7675,seventy-two
7676,disciple
7677,.
7678,good
7679,Samaritan
7680,.
7681,10:1
7682,.
7683,thing
7684,","
7685,Lord
7686,appointed
7687,also
7688,seventy-two
7689,.
7690,sent
7691,two
7692,two
7693,face
7694,every
7695,city
7696,place
7697,whither
7698,come
7699,.
7700,10:2
7701,.
7702,said
7703,:
7704,harvest
7705,indeed
7706,great
7707,","
7708,labourer
7709,.
7710,Pray
7711,ye
7712,therefore
7713,Lord
7714,harvest
7715,send
7716,labourer
7717,harvest
7718,.
7719,10:3
7720,.
7721,Go
7722,:
7723,Behold
7724,send
7725,lamb
7726,among
7727,wolf
7728,.
7729,10:4
7730,.
7731,Carry
7732,neither
7733,purse
7734,","
7735,scrip
7736,","
7737,shoe
7738,:
7739,salute
7740,man
7741,way
7742,.
7743,10:5
7744,.
7745,whatever
7746,house
7747,enter
7748,","
7749,first
7750,say
7751,:
7752,Peace
7753,house
7754,.
7755,10:6
7756,.
7757,son
7758,peace
7759,","
7760,peace
7761,shall
7762,rest
7763,upon
7764,:
7765,","
7766,shall
7767,return
7768,.
7769,10:7
7770,.
7771,house
7772,","
7773,remain
7774,","
7775,eating
7776,drinking
7777,thing
7778,:
7779,labourer
7780,worthy
7781,hire
7782,.
7783,Remove
7784,house
7785,house
7786,.
7787,10:8
7788,.
7789,city
7790,soever
7791,enter
7792,","
7793,receive
7794,","
7795,eat
7796,thing
7797,set
7798,.
7799,10:9
7800,.
7801,heal
7802,sick
7803,therein
7804,say
7805,:
7806,kingdom
7807,God
7808,come
7809,nigh
7810,unto
7811,.
7812,10:10
7813,.
7814,whatsoever
7815,city
7816,enter
7817,","
7818,receive
7819,","
7820,going
7821,forth
7822,street
7823,thereof
7824,","
7825,say
7826,:
7827,10:11
7828,.
7829,Even
7830,dust
7831,city
7832,cleaveth
7833,u
7834,","
7835,wipe
7836,.
7837,Yet
7838,know
7839,","
7840,kingdom
7841,God
7842,hand
7843,.
7844,10:12
7845,.
7846,say
7847,","
7848,shall
7849,tolerable
7850,day
7851,Sodom
7852,city
7853,.
7854,10:13
7855,.
7856,Woe
7857,thee
7858,","
7859,Corozain
7860,!
7861,Woe
7862,thee
7863,","
7864,Bethsaida
7865,!
7866,Tyre
7867,Sidon
7868,wrought
7869,mighty
7870,work
7871,wrought
7872,","
7873,would
7874,done
7875,penance
7876,long
7877,ago
7878,","
7879,sitting
7880,sackcloth
7881,ash
7882,.
7883,10:14
7884,.
7885,shall
7886,tolerable
7887,Tyre
7888,Sidon
7889,judgment
7890,.
7891,10:15
7892,.
7893,thou
7894,","
7895,Capharnaum
7896,","
7897,art
7898,exalted
7899,unto
7900,heaven
7901,","
7902,thou
7903,shalt
7904,thrust
7905,hell
7906,.
7907,10:16
7908,.
7909,heareth
7910,heareth
7911,:
7912,despiseth
7913,despiseth
7914,:
7915,despiseth
7916,despiseth
7917,sent
7918,.
7919,10:17
7920,.
7921,seventy-two
7922,returned
7923,joy
7924,","
7925,saying
7926,:
7927,Lord
7928,","
7929,devil
7930,also
7931,subject
7932,u
7933,thy
7934,name
7935,.
7936,10:18
7937,.
7938,said
7939,:
7940,saw
7941,Satan
7942,like
7943,lightning
7944,falling
7945,heaven
7946,.
7947,10:19
7948,.
7949,Behold
7950,","
7951,given
7952,power
7953,tread
7954,upon
7955,serpent
7956,scorpion
7957,upon
7958,power
7959,enemy
7960,:
7961,nothing
7962,shall
7963,hurt
7964,.
7965,10:20
7966,.
7967,yet
7968,rejoice
7969,","
7970,spirit
7971,subject
7972,unto
7973,:
7974,rejoice
7975,","
7976,name
7977,written
7978,heaven
7979,.
7980,10:21
7981,.
7982,hour
7983,","
7984,rejoiced
7985,Holy
7986,Ghost
7987,said
7988,:
7989,confess
7990,thee
7991,","
7992,Father
7993,","
7994,Lord
7995,heaven
7996,earth
7997,","
7998,thou
7999,hast
8000,hidden
8001,thing
8002,wise
8003,prudent
8004,hast
8005,revealed
8006,little
8007,one
8008,.
8009,Yea
8010,","
8011,Father
8012,","
8013,hath
8014,seemed
8015,good
8016,thy
8017,sight
8018,.
8019,rejoiced
8020,Holy
8021,Ghost
8022,....
8023,","
8024,according
8025,humanity
8026,rejoiced
8027,Holy
8028,Ghost
8029,","
8030,gave
8031,thanks
8032,eternal
8033,Father
8034,.
8035,10:22
8036,.
8037,thing
8038,delivered
8039,Father
8040,.
8041,one
8042,knoweth
8043,Son
8044,","
8045,Father
8046,:
8047,Father
8048,","
8049,Son
8050,Son
8051,reveal
8052,.
8053,10:23
8054,.
8055,turning
8056,disciple
8057,","
8058,said
8059,:
8060,Blessed
8061,eye
8062,see
8063,thing
8064,see
8065,.
8066,10:24
8067,.
8068,say
8069,many
8070,prophet
8071,king
8072,desired
8073,see
8074,thing
8075,see
8076,seen
8077,;
8078,hear
8079,thing
8080,hear
8081,heard
8082,.
8083,10:25
8084,.
8085,behold
8086,certain
8087,lawyer
8088,stood
8089,","
8090,tempting
8091,saying
8092,","
8093,Master
8094,","
8095,must
8096,posse
8097,eternal
8098,life
8099,?
8100,10:26
8101,.
8102,said
8103,:
8104,written
8105,law
8106,?
8107,readest
8108,thou
8109,?
8110,10:27
8111,.
8112,answering
8113,","
8114,said
8115,:
8116,Thou
8117,shalt
8118,love
8119,Lord
8120,thy
8121,God
8122,thy
8123,whole
8124,heart
8125,thy
8126,whole
8127,soul
8128,thy
8129,strength
8130,thy
8131,mind
8132,:
8133,thy
8134,neighbour
8135,thyself
8136,.
8137,10:28
8138,.
8139,said
8140,:
8141,Thou
8142,hast
8143,answered
8144,right
8145,.
8146,:
8147,thou
8148,shalt
8149,live
8150,.
8151,10:29
8152,.
8153,willing
8154,justify
8155,","
8156,said
8157,Jesus
8158,:
8159,neighbour
8160,?
8161,10:30
8162,.
8163,Jesus
8164,answering
8165,","
8166,said
8167,:
8168,certain
8169,man
8170,went
8171,Jerusalem
8172,Jericho
8173,fell
8174,among
8175,robber
8176,","
8177,also
8178,stripped
8179,wounded
8180,went
8181,away
8182,","
8183,leaving
8184,half
8185,dead
8186,.
8187,10:31
8188,.
8189,chanced
8190,","
8191,certain
8192,priest
8193,went
8194,way
8195,:
8196,seeing
8197,","
8198,passed
8199,.
8200,10:32
8201,.
8202,like
8203,manner
8204,also
8205,Levite
8206,","
8207,near
8208,place
8209,saw
8210,","
8211,passed
8212,.
8213,10:33
8214,.
8215,certain
8216,Samaritan
8217,","
8218,journey
8219,","
8220,came
8221,near
8222,:
8223,seeing
8224,","
8225,moved
8226,compassion
8227,:
8228,10:34
8229,.
8230,going
8231,","
8232,bound
8233,wound
8234,","
8235,pouring
8236,oil
8237,wine
8238,:
8239,setting
8240,upon
8241,beast
8242,","
8243,brought
8244,inn
8245,took
8246,care
8247,.
8248,10:35
8249,.
8250,next
8251,day
8252,took
8253,two
8254,penny
8255,gave
8256,host
8257,said
8258,:
8259,Take
8260,care
8261,;
8262,whatsoever
8263,thou
8264,shalt
8265,spend
8266,","
8267,","
8268,return
8269,","
8270,repay
8271,thee
8272,.
8273,10:36
8274,.
8275,three
8276,","
8277,thy
8278,opinion
8279,","
8280,neighbour
8281,fell
8282,among
8283,robber
8284,?
8285,10:37
8286,.
8287,said
8288,:
8289,shewed
8290,mercy
8291,.
8292,Jesus
8293,said
8294,:
8295,Go
8296,","
8297,thou
8298,like
8299,manner
8300,.
8301,10:38
8302,.
8303,came
8304,pas
8305,","
8306,went
8307,","
8308,entered
8309,certain
8310,town
8311,:
8312,certain
8313,woman
8314,named
8315,Martha
8316,received
8317,house
8318,.
8319,10:39
8320,.
8321,sister
8322,called
8323,Mary
8324,","
8325,","
8326,sitting
8327,also
8328,Lord
8329,’
8330,foot
8331,","
8332,heard
8333,word
8334,.
8335,10:40
8336,.
8337,Martha
8338,busy
8339,much
8340,serving
8341,.
8342,stood
8343,said
8344,:
8345,Lord
8346,","
8347,hast
8348,thou
8349,care
8350,sister
8351,hath
8352,left
8353,alone
8354,serve
8355,?
8356,Speak
8357,therefore
8358,","
8359,help
8360,.
8361,10:41
8362,.
8363,Lord
8364,answering
8365,","
8366,said
8367,:
8368,Martha
8369,","
8370,Martha
8371,","
8372,thou
8373,art
8374,careful
8375,art
8376,troubled
8377,many
8378,thing
8379,:
8380,10:42
8381,.
8382,one
8383,thing
8384,necessary
8385,.
8386,Mary
8387,hath
8388,chosen
8389,best
8390,part
8391,","
8392,shall
8393,taken
8394,away
8395,.
8396,Luke
8397,Chapter
8398,11
8399,Christ
8400,teach
8401,disciple
8402,pray
8403,.
8404,cast
8405,dumb
8406,devil
8407,","
8408,confutes
8409,Pharisees
8410,","
8411,pronounces
8412,woe
8413,hypocrisy
8414,.
8415,11:1
8416,.
8417,came
8418,pas
8419,certain
8420,place
8421,praying
8422,","
8423,ceased
8424,","
8425,one
8426,disciple
8427,said
8428,:
8429,Lord
8430,","
8431,teach
8432,u
8433,pray
8434,","
8435,John
8436,also
8437,taught
8438,disciple
8439,.
8440,11:2
8441,.
8442,said
8443,:
8444,pray
8445,","
8446,say
8447,:
8448,Father
8449,","
8450,hallowed
8451,thy
8452,name
8453,.
8454,Thy
8455,kingdom
8456,come
8457,.
8458,11:3
8459,.
8460,Give
8461,u
8462,day
8463,daily
8464,bread
8465,.
8466,11:4
8467,.
8468,forgive
8469,u
8470,sin
8471,","
8472,also
8473,forgive
8474,every
8475,one
8476,indebted
8477,u
8478,.
8479,lead
8480,u
8481,temptation
8482,.
8483,11:5
8484,.
8485,said
8486,:
8487,shall
8488,friend
8489,shall
8490,go
8491,midnight
8492,shall
8493,say
8494,:
8495,Friend
8496,","
8497,lend
8498,three
8499,loaf
8500,","
8501,11:6
8502,.
8503,friend
8504,mine
8505,come
8506,journey
8507,set
8508,.
8509,11:7
8510,.
8511,within
8512,answer
8513,say
8514,:
8515,Trouble
8516,;
8517,door
8518,shut
8519,","
8520,child
8521,bed
8522,.
8523,rise
8524,give
8525,thee
8526,.
8527,11:8
8528,.
8529,Yet
8530,shall
8531,continue
8532,knocking
8533,","
8534,say
8535,","
8536,although
8537,rise
8538,give
8539,friend
8540,;
8541,yet
8542,","
8543,importunity
8544,","
8545,rise
8546,give
8547,many
8548,needeth
8549,.
8550,11:9
8551,.
8552,say
8553,:
8554,Ask
8555,","
8556,shall
8557,given
8558,:
8559,seek
8560,","
8561,shall
8562,find
8563,:
8564,knock
8565,","
8566,shall
8567,opened
8568,.
8569,11:10
8570,.
8571,every
8572,one
8573,asketh
8574,receiveth
8575,:
8576,seeketh
8577,findeth
8578,:
8579,knocketh
8580,shall
8581,opened
8582,:
8583,11:11
8584,.
8585,","
8586,ask
8587,father
8588,bread
8589,","
8590,give
8591,stone
8592,?
8593,fish
8594,","
8595,fish
8596,give
8597,serpent
8598,?
8599,11:12
8600,.
8601,shall
8602,ask
8603,egg
8604,","
8605,reach
8606,scorpion
8607,?
8608,11:13
8609,.
8610,","
8611,evil
8612,","
8613,know
8614,give
8615,good
8616,gift
8617,child
8618,","
8619,much
8620,Father
8621,heaven
8622,give
8623,good
8624,Spirit
8625,ask
8626,?
8627,11:14
8628,.
8629,casting
8630,devil
8631,:
8632,dumb
8633,.
8634,cast
8635,devil
8636,","
8637,dumb
8638,spoke
8639,:
8640,multitude
8641,","
8642,admiration
8643,.
8644,11:15
8645,.
8646,said
8647,:
8648,casteth
8649,devil
8650,Beelzebub
8651,","
8652,prince
8653,devil
8654,.
8655,11:16
8656,.
8657,others
8658,tempting
8659,","
8660,asked
8661,sign
8662,heaven
8663,.
8664,11:17
8665,.
8666,seeing
8667,thought
8668,","
8669,said
8670,:
8671,Every
8672,kingdom
8673,divided
8674,shall
8675,brought
8676,desolation
8677,;
8678,house
8679,upon
8680,house
8681,shall
8682,fall
8683,.
8684,11:18
8685,.
8686,Satan
8687,also
8688,divided
8689,","
8690,shall
8691,kingdom
8692,stand
8693,?
8694,say
8695,Beelzebub
8696,cast
8697,devil
8698,.
8699,11:19
8700,.
8701,cast
8702,devil
8703,Beelzebub
8704,","
8705,child
8706,cast
8707,?
8708,Therefore
8709,","
8710,shall
8711,judge
8712,.
8713,11:20
8714,.
8715,finger
8716,God
8717,cast
8718,devil
8719,","
8720,doubtless
8721,kingdom
8722,God
8723,come
8724,upon
8725,.
8726,11:21
8727,.
8728,strong
8729,man
8730,armed
8731,keepeth
8732,court
8733,","
8734,thing
8735,peace
8736,possesseth
8737,.
8738,11:22
8739,.
8740,stronger
8741,come
8742,upon
8743,overcome
8744,","
8745,take
8746,away
8747,armour
8748,wherein
8749,trusted
8750,distribute
8751,spoil
8752,.
8753,11:23
8754,.
8755,;
8756,gathereth
8757,scattereth
8758,.
8759,11:24
8760,.
8761,unclean
8762,spirit
8763,gone
8764,man
8765,","
8766,walketh
8767,place
8768,without
8769,water
8770,","
8771,seeking
8772,rest
8773,:
8774,finding
8775,","
8776,saith
8777,:
8778,return
8779,house
8780,whence
8781,came
8782,.
8783,11:25
8784,.
8785,come
8786,","
8787,findeth
8788,swept
8789,garnished
8790,.
8791,11:26
8792,.
8793,goeth
8794,taketh
8795,seven
8796,spirit
8797,wicked
8798,:
8799,entering
8800,dwell
8801,.
8802,last
8803,state
8804,man
8805,becomes
8806,worse
8807,first
8808,.
8809,11:27
8810,.
8811,came
8812,pas
8813,","
8814,spoke
8815,thing
8816,","
8817,certain
8818,woman
8819,crowd
8820,","
8821,lifting
8822,voice
8823,","
8824,said
8825,:
8826,Blessed
8827,womb
8828,bore
8829,thee
8830,pap
8831,gave
8832,thee
8833,suck
8834,.
8835,11:28
8836,.
8837,said
8838,:
8839,Yea
8840,rather
8841,","
8842,blessed
8843,hear
8844,word
8845,God
8846,keep
8847,.
8848,11:29
8849,.
8850,multitude
8851,running
8852,together
8853,","
8854,began
8855,say
8856,:
8857,generation
8858,wicked
8859,generation
8860,.
8861,asketh
8862,sign
8863,:
8864,sign
8865,shall
8866,given
8867,","
8868,sign
8869,Jonas
8870,prophet
8871,.
8872,11:30
8873,.
8874,Jonas
8875,sign
8876,Ninivites
8877,;
8878,shall
8879,Son
8880,man
8881,also
8882,generation
8883,.
8884,11:31
8885,.
8886,queen
8887,south
8888,shall
8889,rise
8890,judgment
8891,men
8892,generation
8893,shall
8894,condemn
8895,:
8896,came
8897,end
8898,earth
8899,hear
8900,wisdom
8901,Solomon
8902,.
8903,behold
8904,Solomon
8905,.
8906,11:32
8907,.
8908,men
8909,Ninive
8910,shall
8911,rise
8912,judgment
8913,generation
8914,shall
8915,condemn
8916,;
8917,penance
8918,preaching
8919,Jonas
8920,.
8921,behold
8922,Jonas
8923,.
8924,11:33
8925,.
8926,man
8927,lighteth
8928,candle
8929,putteth
8930,hidden
8931,place
8932,","
8933,bushel
8934,:
8935,upon
8936,candlestick
8937,","
8938,come
8939,may
8940,see
8941,light
8942,.
8943,11:34
8944,.
8945,light
8946,thy
8947,body
8948,thy
8949,eye
8950,.
8951,thy
8952,eye
8953,single
8954,","
8955,thy
8956,whole
8957,body
8958,lightsome
8959,:
8960,evil
8961,","
8962,thy
8963,body
8964,also
8965,darksome
8966,.
8967,11:35
8968,.
8969,Take
8970,heed
8971,therefore
8972,light
8973,thee
8974,darkness
8975,.
8976,11:36
8977,.
8978,thy
8979,whole
8980,body
8981,lightsome
8982,","
8983,part
8984,darkness
8985,:
8986,whole
8987,shall
8988,lightsome
8989,","
8990,bright
8991,lamp
8992,","
8993,shall
8994,enlighten
8995,thee
8996,.
8997,11:37
8998,.
8999,speaking
9000,","
9001,certain
9002,Pharisee
9003,prayed
9004,would
9005,dine
9006,.
9007,going
9008,","
9009,sat
9010,eat
9011,.
9012,11:38
9013,.
9014,Pharisee
9015,began
9016,say
9017,","
9018,thinking
9019,within
9020,","
9021,washed
9022,dinner
9023,.
9024,11:39
9025,.
9026,Lord
9027,said
9028,:
9029,","
9030,Pharisees
9031,","
9032,make
9033,clean
9034,outside
9035,cup
9036,platter
9037,:
9038,inside
9039,full
9040,rapine
9041,iniquity
9042,.
9043,11:40
9044,.
9045,Ye
9046,fool
9047,","
9048,made
9049,without
9050,make
9051,also
9052,within
9053,?
9054,11:41
9055,.
9056,yet
9057,remaineth
9058,","
9059,give
9060,alms
9061,:
