,lemmatised_Matthew
2468,.
2469,expedient
2470,thee
2471,one
2472,thy
2473,member
2474,perish
2475,","
2476,rather
2477,thy
2478,whole
2479,body
2480,cast
2481,hell
2482,.
2483,Scandalize
2484,thee
2485,....
2486,","
2487,stumblingblock
2488,","
2489,occasion
2490,sin
2491,thee
2492,.
2493,taught
2494,fly
2495,immediate
2496,occasion
2497,sin
2498,","
2499,though
2500,dear
2501,u
2502,","
2503,necessary
2504,hand
2505,eye
2506,.
2507,5:30
2508,.
2509,thy
2510,right
2511,hand
2512,scandalize
2513,thee
2514,","
2515,cut
2516,","
2517,cast
2518,thee
2519,:
2520,expedient
2521,thee
2522,one
2523,thy
2524,member
2525,perish
2526,","
2527,rather
2528,thy
2529,whole
2530,body
2531,go
2532,hell
2533,.
2534,5:31
2535,.
2536,hath
2537,said
2538,","
2539,Whosoever
2540,shall
2541,put
2542,away
2543,wife
2544,","
2545,let
2546,give
2547,bill
2548,divorce
2549,.
2550,5:32
2551,.
2552,say
2553,","
2554,whosoever
2555,shall
2556,put
2557,away
2558,wife
2559,","
2560,excepting
2561,cause
2562,fornication
2563,","
2564,maketh
2565,commit
2566,adultery
2567,:
2568,shall
2569,marry
2570,put
2571,away
2572,","
2573,committeth
2574,adultery
2575,.
2576,5:33
2577,.
2578,heard
2579,said
2580,old
2581,","
2582,thou
2583,shalt
2584,forswear
2585,thyself
2586,:
2587,thou
2588,shalt
2589,perform
2590,thy
2591,oath
2592,Lord
2593,.
2594,5:34
2595,.
2596,say
2597,swear
2598,","
2599,neither
2600,heaven
2601,throne
2602,God
2603,:
2604,swear
2605,....
2606,forbid
2607,swear
2608,truth
2609,","
2610,justice
2611,judgment
2612,;
2613,honour
2614,God
2615,","
2616,neighbour
2617,’
2618,defence
2619,:
2620,swear
2621,rashly
2622,","
2623,profanely
2624,","
2625,common
2626,discourse
2627,","
2628,without
2629,necessity
2630,.
2631,5:35
2632,.
2633,earth
2634,","
2635,footstool
2636,:
2637,Jerusalem
2638,","
2639,city
2640,great
2641,king
2642,:
2643,5:36
2644,.
2645,Neither
2646,shalt
2647,thou
2648,swear
2649,thy
2650,head
2651,","
2652,thou
2653,canst
2654,make
2655,one
2656,hair
2657,white
2658,black
2659,.
2660,5:37
2661,.
2662,let
2663,speech
2664,yea
2665,","
2666,yea
2667,:
2668,","
2669,:
2670,","
2671,evil
2672,.
2673,5:38
2674,.
2675,heard
2676,hath
2677,said
2678,:
2679,eye
2680,eye
2681,","
2682,tooth
2683,tooth
2684,.
2685,5:39
2686,.
2687,say
2688,resist
2689,evil
2690,:
2691,one
2692,strike
2693,thee
2694,thy
2695,right
2696,cheek
2697,","
2698,turn
2699,also
2700,:
2701,resist
2702,evil
2703,","
2704,etc
2705,....
2706,commanded
2707,","
2708,Christian
2709,patience
2710,injury
2711,affront
2712,","
2713,willing
2714,even
2715,suffer
2716,still
2717,","
2718,rather
2719,indulge
2720,desire
2721,revenge
2722,:
2723,added
2724,strictly
2725,oblige
2726,according
2727,letter
2728,","
2729,neither
2730,Christ
2731,St.
2732,Paul
2733,turn
2734,cheek
2735,.
2736,St.
2737,John
2738,18.
2739,","
2740,Acts
2741,23
2742,.
2743,5:40
2744,.
2745,man
2746,contend
2747,thee
2748,judgment
2749,","
2750,take
2751,away
2752,thy
2753,coat
2754,","
2755,let
2756,go
2757,thy
2758,cloak
2759,also
2760,unto
2761,.
2762,5:41
2763,.
2764,whosoever
2765,force
2766,thee
2767,one
2768,mile
2769,","
2770,go
2771,two
2772,.
2773,5:42
2774,.
2775,Give
2776,asketh
2777,thee
2778,","
2779,would
2780,borrow
2781,thee
2782,turn
2783,away
2784,.
2785,5:43
2786,.
2787,heard
2788,hath
2789,said
2790,","
2791,Thou
2792,shalt
2793,love
2794,thy
2795,neighbour
2796,","
2797,hate
2798,thy
2799,enemy
2800,.
2801,5:44
2802,.
2803,say
2804,","
2805,Love
2806,enemy
2807,:
2808,good
2809,hate
2810,:
2811,pray
2812,persecute
2813,calumniate
2814,:
2815,5:45
2816,.
2817,may
2818,child
2819,Father
2820,heaven
2821,","
2822,maketh
2823,sun
2824,rise
2825,upon
2826,good
2827,","
2828,bad
2829,","
2830,raineth
2831,upon
2832,unjust
2833,.
2834,5:46
2835,.
2836,love
2837,love
2838,","
2839,reward
2840,shall
2841,?
2842,even
2843,publican
2844,?
2845,publican
2846,....
2847,gatherer
2848,public
2849,tax
2850,:
2851,set
2852,men
2853,","
2854,odious
2855,infamous
2856,among
2857,Jews
2858,","
2859,extortion
2860,injustice
2861,.
2862,5:47
2863,.
2864,salute
2865,brother
2866,","
2867,?
2868,also
2869,heathen
2870,?
2871,5:48
2872,.
2873,therefore
2874,perfect
2875,","
2876,also
2877,heavenly
2878,Father
2879,perfect
2880,.
2881,Matthew
2882,Chapter
2883,6
2884,continuation
2885,sermon
2886,mount
2887,.
2888,6:1
2889,.
2890,Take
2891,heed
2892,justice
2893,men
2894,","
2895,seen
2896,:
2897,otherwise
2898,shall
2899,reward
2900,Father
2901,heaven
2902,.
2903,justice
2904,....
2905,","
2906,work
2907,justice
2908,;
2909,viz.
2910,","
2911,fasting
2912,","
2913,prayer
2914,","
2915,almsdeeds
2916,;
2917,ought
2918,performed
2919,ostentation
2920,","
2921,view
2922,please
2923,men
2924,","
2925,solely
2926,please
2927,God
2928,.
2929,6:2
2930,.
2931,Therefore
2932,thou
2933,dost
2934,alms-deed
2935,","
2936,sound
2937,trumpet
2938,thee
2939,","
2940,hypocrite
2941,synagogue
2942,street
2943,","
2944,may
2945,honoured
2946,men
2947,.
2948,Amen
2949,say
2950,","
2951,received
2952,reward
2953,.
2954,6:3
2955,.
2956,thou
2957,dost
2958,alms
2959,","
2960,let
2961,thy
2962,left
2963,hand
2964,know
2965,thy
2966,right
2967,hand
2968,doth
2969,.
2970,6:4
2971,.
2972,thy
2973,alms
2974,may
2975,secret
2976,","
2977,thy
2978,Father
2979,seeth
2980,secret
2981,repay
2982,thee
2983,.
2984,6:5
2985,.
2986,ye
2987,pray
2988,","
2989,shall
2990,hypocrite
2991,","
2992,love
2993,stand
2994,pray
2995,synagogue
2996,corner
2997,street
2998,","
2999,may
3000,seen
3001,men
3002,:
3003,Amen
3004,say
3005,","
3006,received
3007,reward
3008,.
3009,6:6
3010,.
3011,thou
3012,thou
3013,shalt
3014,pray
3015,","
3016,enter
3017,thy
3018,chamber
3019,","
3020,shut
3021,door
3022,","
3023,pray
3024,thy
3025,Father
3026,secret
3027,","
3028,thy
3029,father
3030,seeth
3031,secret
3032,repay
3033,thee
3034,.
3035,6:7
3036,.
3037,praying
3038,","
3039,speak
3040,much
3041,","
3042,heathen
3043,.
3044,think
3045,much
3046,speaking
3047,may
3048,heard
3049,.
3050,6:8
3051,.
3052,therefore
3053,like
3054,Father
3055,knoweth
3056,needful
3057,","
3058,ask
3059,.
3060,6:9
3061,.
3062,Thus
3063,therefore
3064,shall
3065,pray
3066,:
3067,Father
3068,art
3069,heaven
3070,","
3071,hallowed
3072,thy
3073,name
3074,.
3075,6:10
3076,.
3077,Thy
3078,kingdom
3079,come
3080,.
3081,Thy
3082,done
3083,earth
3084,heaven
3085,.
3086,6:11
3087,.
3088,Give
3089,u
3090,day
3091,supersubstantial
3092,bread
3093,.
3094,Supersubstantial
3095,bread
3096,....
3097,St.
3098,Luke
3099,word
3100,rendered
3101,daily
3102,bread
3103,.
3104,understood
3105,bread
3106,life
3107,","
3108,receive
3109,Blessed
3110,Sacrament
3111,.
3112,6:12
3113,.
3114,forgive
3115,u
3116,debt
3117,","
3118,also
3119,forgive
3120,debtor
3121,.
3122,6:13
3123,.
3124,lead
3125,u
3126,temptation
3127,.
3128,deliver
3129,u
3130,evil
3131,.
3132,Amen
3133,.
3134,Lead
3135,u
3136,temptation
3137,....
3138,","
3139,suffer
3140,u
3141,overcome
3142,temptation
3143,.
3144,6:14
3145,.
3146,forgive
3147,men
3148,offence
3149,","
3150,heavenly
3151,Father
3152,forgive
3153,also
3154,offence
3155,.
3156,6:15
3157,.
3158,forgive
3159,men
3160,","
3161,neither
3162,Father
3163,forgive
3164,offence
3165,.
3166,6:16
3167,.
3168,fast
3169,","
3170,hypocrite
3171,","
3172,sad
3173,.
3174,disfigure
3175,face
3176,","
3177,may
3178,appear
3179,unto
3180,men
3181,fast
3182,.
3183,Amen
3184,say
3185,","
3186,received
3187,reward
3188,.
3189,6:17
3190,.
3191,thou
3192,","
3193,thou
3194,fastest
3195,anoint
3196,thy
3197,head
3198,","
3199,wash
3200,thy
3201,face
3202,;
3203,6:18
3204,.
3205,thou
3206,appear
3207,men
3208,fast
3209,","
3210,thy
3211,Father
3212,secret
3213,:
3214,thy
3215,Father
3216,seeth
3217,secret
3218,","
3219,repay
3220,thee
3221,.
3222,6:19
3223,.
3224,Lay
3225,treasure
3226,earth
3227,:
3228,rust
3229,","
3230,moth
3231,consume
3232,","
3233,thief
3234,break
3235,","
3236,steal
3237,.
3238,6:20
3239,.
3240,lay
3241,treasure
3242,heaven
3243,:
3244,neither
3245,rust
3246,moth
3247,doth
3248,consume
3249,","
3250,thief
3251,break
3252,","
3253,steal
3254,.
3255,6:21
3256,.
3257,thy
3258,treasure
3259,","
3260,thy
3261,heart
3262,also
3263,.
3264,6:22
3265,.
3266,light
3267,thy
3268,body
3269,thy
3270,eye
3271,.
3272,thy
3273,eye
3274,single
3275,","
3276,thy
3277,whole
3278,body
3279,shall
3280,lightsome
3281,.
3282,6:23
3283,.
3284,thy
3285,eye
3286,evil
3287,thy
3288,whole
3289,body
3290,shall
3291,darksome
3292,.
3293,light
3294,thee
3295,","
3296,darkness
3297,:
3298,darkness
3299,great
3300,shall
3301,!
3302,6:24
3303,.
3304,man
3305,serve
3306,two
3307,master
3308,.
3309,either
3310,hate
3311,one
3312,","
3313,love
3314,:
3315,sustain
3316,one
3317,","
3318,despise
3319,.
3320,serve
3321,God
3322,mammon
3323,.
3324,Mammon
3325,....
3326,","
3327,rich
3328,","
3329,worldly
3330,interest
3331,.
3332,6:25
3333,.
3334,Therefore
3335,say
3336,","
3337,solicitous
3338,life
3339,","
3340,shall
3341,eat
3342,","
3343,body
3344,","
3345,shall
3346,put
3347,.
3348,life
3349,meat
3350,:
3351,body
3352,raiment
3353,?
3354,6:26
3355,.
3356,Behold
3357,bird
3358,air
3359,","
3360,neither
3361,sow
3362,","
3363,reap
3364,","
3365,gather
3366,barn
3367,:
3368,heavenly
3369,Father
3370,feedeth
3371,.
3372,much
3373,value
3374,?
3375,6:27
3376,.
3377,taking
3378,thought
3379,","
3380,add
3381,stature
3382,one
3383,cubit
3384,?
3385,6:28
3386,.
3387,raiment
3388,solicitous
3389,?
3390,Consider
3391,lily
3392,field
3393,","
3394,grow
3395,:
3396,labour
3397,","
3398,neither
3399,spin
3400,.
3401,6:29
3402,.
3403,say
3404,","
3405,even
3406,Solomon
3407,glory
3408,arrayed
3409,one
3410,.
3411,6:30
3412,.
3413,grass
3414,field
3415,","
3416,day
3417,","
3418,morrow
3419,cast
3420,oven
3421,","
3422,God
3423,doth
3424,clothe
3425,:
3426,much
3427,","
3428,ye
3429,little
3430,faith
3431,?
3432,6:31
3433,.
3434,solicitous
3435,therefore
3436,","
3437,saying
3438,:
3439,shall
3440,eat
3441,:
3442,shall
3443,drink
3444,","
3445,wherewith
3446,shall
3447,clothed
3448,?
3449,6:32
3450,.
3451,thing
3452,heathen
3453,seek
3454,.
3455,Father
3456,knoweth
3457,need
3458,thing
3459,.
3460,6:33
3461,.
3462,Seek
3463,ye
3464,therefore
3465,first
3466,kingdom
3467,God
3468,","
3469,justice
3470,","
3471,thing
3472,shall
3473,added
3474,unto
3475,.
3476,6:34
3477,.
3478,therefore
3479,solicitous
3480,morrow
3481,;
3482,morrow
3483,solicitous
3484,.
3485,Sufficient
3486,day
3487,evil
3488,thereof
3489,.
3490,Matthew
3491,Chapter
3492,7
3493,third
3494,part
3495,sermon
3496,mount
3497,.
3498,7:1
3499,.
3500,Judge
3501,","
3502,may
3503,judged
3504,.
3505,7:2
3506,.
3507,judgment
3508,judge
3509,","
3510,shall
3511,judged
3512,:
3513,measure
3514,mete
3515,","
3516,shall
3517,measured
3518,.
3519,7:3
3520,.
3521,seest
3522,thou
3523,mote
3524,thy
3525,brother
3526,’
3527,eye
3528,;
3529,seest
3530,beam
3531,thy
3532,eye
3533,?
3534,7:4
3535,.
3536,sayest
3537,thou
3538,thy
3539,brother
3540,:
3541,Let
3542,cast
3543,mote
3544,thy
3545,eye
3546,;
3547,behold
3548,beam
3549,thy
3550,eye
3551,?
3552,7:5
3553,.
3554,Thou
3555,hypocrite
3556,","
3557,cast
3558,first
3559,beam
3560,thy
3561,eye
3562,","
3563,shalt
3564,thou
3565,see
3566,cast
3567,mote
3568,thy
3569,brother
3570,’
3571,eye
3572,.
3573,7:6
3574,.
3575,Give
3576,holy
3577,dog
3578,;
3579,neither
3580,cast
3581,ye
3582,pearl
3583,swine
3584,","
3585,lest
3586,perhaps
3587,trample
3588,foot
3589,","
3590,turning
3591,upon
3592,","
3593,tear
3594,.
3595,7:7
3596,.
3597,Ask
3598,","
3599,shall
3600,given
3601,:
3602,seek
3603,","
3604,shall
3605,find
3606,:
3607,knock
3608,","
3609,shall
3610,opened
3611,.
3612,7:8
3613,.
3614,every
3615,one
3616,asketh
3617,","
3618,receiveth
3619,:
3620,seeketh
3621,","
3622,findeth
3623,:
3624,knocketh
3625,","
3626,shall
3627,opened
3628,.
3629,7:9
3630,.
3631,man
3632,among
3633,","
3634,son
3635,shall
3636,ask
3637,bread
3638,","
3639,reach
3640,stone
3641,?
3642,7:10
3643,.
3644,shall
3645,ask
3646,fish
3647,","
3648,reach
3649,serpent
3650,?
3651,7:11
3652,.
3653,evil
3654,","
3655,know
3656,give
3657,good
3658,gift
3659,child
3660,:
3661,much
3662,Father
3663,heaven
3664,","
3665,give
3666,good
3667,thing
3668,ask
3669,?
3670,7:12
3671,.
3672,thing
3673,therefore
3674,whatsoever
3675,would
3676,men
3677,","
3678,also
3679,.
3680,law
3681,prophet
3682,.
3683,7:13
3684,.
3685,Enter
3686,ye
3687,narrow
3688,gate
3689,:
3690,wide
3691,gate
3692,","
3693,broad
3694,way
3695,leadeth
3696,destruction
3697,","
3698,many
3699,go
3700,thereat
3701,.
3702,7:14
3703,.
3704,narrow
3705,gate
3706,","
3707,strait
3708,way
3709,leadeth
3710,life
3711,:
3712,find
3713,!
3714,7:15
3715,.
3716,Beware
3717,false
3718,prophet
3719,","
3720,come
3721,clothing
3722,sheep
3723,","
3724,inwardly
3725,ravening
3726,wolf
3727,.
3728,7:16
3729,.
3730,fruit
3731,shall
3732,know
3733,.
3734,men
3735,gather
3736,grape
3737,thorn
3738,","
3739,fig
3740,thistle
3741,?
3742,7:17
3743,.
3744,Even
3745,every
3746,good
3747,tree
3748,bringeth
3749,forth
3750,good
3751,fruit
3752,","
3753,evil
3754,tree
3755,bringeth
3756,forth
3757,evil
3758,fruit
3759,.
3760,7:18
3761,.
3762,good
3763,tree
3764,bring
3765,forth
3766,evil
3767,fruit
3768,","
3769,neither
3770,evil
3771,tree
3772,bring
3773,forth
3774,good
3775,fruit
3776,.
3777,7:19
3778,.
3779,Every
3780,tree
3781,bringeth
3782,forth
3783,good
3784,fruit
3785,","
3786,shall
3787,cut
3788,","
3789,shall
3790,cast
3791,fire
3792,.
3793,7:20
3794,.
3795,Wherefore
3796,fruit
3797,shall
3798,know
3799,.
3800,7:21
3801,.
3802,every
3803,one
3804,saith
3805,","
3806,Lord
3807,","
3808,Lord
3809,","
3810,shall
3811,enter
3812,kingdom
3813,heaven
3814,:
3815,doth
3816,Father
3817,heaven
3818,","
3819,shall
3820,enter
3821,kingdom
3822,heaven
3823,.
3824,7:22
3825,.
3826,Many
3827,say
3828,day
3829,:
3830,Lord
3831,","
3832,Lord
3833,","
3834,prophesied
3835,thy
3836,name
3837,","
3838,cast
3839,devil
3840,thy
3841,name
3842,","
3843,done
3844,many
3845,miracle
3846,thy
3847,name
3848,?
3849,7:23
3850,.
3851,profess
3852,unto
3853,","
3854,never
3855,knew
3856,:
3857,depart
3858,","
3859,work
3860,iniquity
3861,.
3862,7:24
3863,.
3864,Every
3865,one
3866,therefore
3867,heareth
3868,word
3869,","
3870,doth
3871,","
3872,shall
3873,likened
3874,wise
3875,man
3876,built
3877,house
3878,upon
3879,rock
3880,","
3881,7:25
3882,.
3883,rain
3884,fell
3885,","
3886,flood
3887,came
3888,","
3889,wind
3890,blew
3891,","
3892,beat
3893,upon
3894,house
3895,","
3896,fell
3897,","
3898,founded
3899,rock
3900,.
3901,7:26
3902,.
3903,every
3904,one
3905,heareth
3906,word
3907,doth
3908,","
3909,shall
3910,like
3911,foolish
3912,man
3913,built
3914,house
3915,upon
3916,sand
3917,","
3918,7:27
3919,.
3920,rain
3921,fell
3922,","
3923,flood
3924,came
3925,","
3926,wind
3927,blew
3928,","
3929,beat
3930,upon
3931,house
3932,","
3933,fell
3934,","
3935,great
3936,fall
3937,thereof
3938,.
3939,7:28
3940,.
3941,came
3942,pas
3943,Jesus
3944,fully
3945,ended
3946,word
3947,","
3948,people
3949,admiration
3950,doctrine
3951,.
3952,7:29
3953,.
3954,teaching
3955,one
3956,power
3957,","
3958,scribe
3959,Pharisees
3960,.
3961,Matthew
3962,Chapter
3963,8
3964,Christ
3965,clean
3966,leper
3967,","
3968,heals
3969,centurion
3970,’
3971,servant
3972,","
3973,Peter
3974,’
3975,mother-in-law
3976,","
3977,many
3978,others
3979,:
3980,still
3981,storm
3982,sea
3983,","
3984,drive
3985,devil
3986,two
3987,men
3988,possessed
3989,","
3990,suffers
3991,go
3992,swine
3993,.
3994,8:1
3995,.
3996,come
3997,mountain
3998,","
3999,great
4000,multitude
4001,followed
4002,:
4003,8:2
4004,.
4005,behold
4006,leper
4007,came
4008,adored
4009,","
4010,saying
4011,:
4012,Lord
4013,","
4014,thou
4015,wilt
4016,","
4017,thou
4018,canst
4019,make
4020,clean
4021,.
4022,8:3
4023,.
4024,Jesus
4025,stretching
4026,forth
4027,hand
4028,","
4029,touched
4030,","
4031,saying
4032,:
4033,","
4034,thou
4035,made
4036,clean
4037,.
4038,forthwith
4039,leprosy
4040,cleansed
4041,.
4042,8:4
4043,.
4044,Jesus
4045,saith
4046,:
4047,See
4048,thou
4049,tell
4050,man
4051,:
4052,go
4053,","
4054,shew
4055,thyself
4056,priest
4057,","
4058,offer
4059,gift
4060,Moses
4061,commanded
4062,","
4063,testimony
4064,unto
4065,.
4066,8:5
4067,.
4068,entered
4069,Capharnaum
4070,","
4071,came
4072,centurion
4073,","
4074,beseeching
4075,","
4076,8:6
4077,.
4078,saying
4079,","
4080,Lord
4081,","
4082,servant
4083,lieth
4084,home
4085,sick
4086,palsy
4087,","
4088,grievously
4089,tormented
4090,.
4091,8:7
4092,.
4093,Jesus
4094,saith
4095,:
4096,come
4097,heal
4098,.
4099,8:8
4100,.
4101,centurion
4102,","
4103,making
4104,answer
4105,","
4106,said
4107,:
4108,Lord
4109,","
4110,worthy
4111,thou
4112,shouldst
4113,enter
4114,roof
4115,;
4116,say
4117,word
4118,","
4119,servant
4120,shall
4121,healed
4122,.
4123,8:9
4124,.
4125,also
4126,man
4127,subject
4128,authority
4129,","
4130,soldier
4131,;
4132,say
4133,","
4134,Go
4135,","
4136,goeth
4137,","
4138,another
4139,Come
4140,","
4141,cometh
4142,","
4143,servant
4144,","
4145,","
4146,doeth
4147,.
4148,8:10
4149,.
4150,Jesus
4151,hearing
4152,","
4153,marvelled
4154,;
4155,said
4156,followed
4157,.
4158,Amen
4159,say
4160,","
4161,found
4162,great
4163,faith
4164,Israel
4165,.
4166,8:11
4167,.
4168,say
4169,many
4170,shall
4171,come
4172,east
4173,west
4174,","
4175,shall
4176,sit
4177,Abraham
4178,","
4179,Isaac
4180,Jacob
4181,kingdom
4182,heaven
4183,:
4184,8:12
4185,.
4186,child
4187,kingdom
4188,shall
4189,cast
4190,exterior
4191,darkness
4192,:
4193,shall
4194,weeping
4195,gnashing
4196,teeth
4197,.
4198,8:13
4199,.
4200,Jesus
4201,said
4202,centurion
4203,:
4204,Go
4205,","
4206,thou
4207,hast
4208,believed
4209,","
4210,done
4211,thee
4212,.
4213,servant
4214,healed
4215,hour
4216,.
4217,8:14
4218,.
4219,Jesus
4220,come
4221,Peter
4222,’
4223,house
4224,","
4225,saw
4226,wife
4227,’
4228,mother
4229,lying
4230,","
4231,sick
4232,fever
4233,;
4234,8:15
4235,.
4236,touched
4237,hand
4238,","
4239,fever
4240,left
4241,","
4242,arose
4243,ministered
4244,.
4245,8:16
4246,.
4247,evening
4248,come
4249,","
4250,brought
4251,many
4252,possessed
4253,devil
4254,:
4255,cast
4256,spirit
4257,word
4258,:
4259,sick
4260,healed
4261,:
4262,8:17
4263,.
4264,might
4265,fulfilled
4266,","
4267,spoken
4268,prophet
4269,Isaias
4270,","
4271,saying
4272,:
4273,took
4274,infirmity
4275,","
4276,bore
4277,disease
4278,.
4279,8:18
4280,.
4281,Jesus
4282,seeing
4283,great
4284,multitude
4285,","
4286,gave
4287,order
4288,pas
4289,water
4290,.
4291,8:19
4292,.
4293,certain
4294,scribe
4295,came
4296,said
4297,:
4298,Master
4299,","
4300,follow
4301,thee
4302,whithersoever
4303,thou
4304,shalt
4305,go
4306,.
4307,8:20
4308,.
4309,Jesus
4310,saith
4311,:
4312,fox
4313,hole
4314,","
4315,bird
4316,air
4317,nest
4318,;
4319,Son
4320,man
4321,hath
4322,lay
4323,head
4324,.
4325,8:21
4326,.
4327,another
4328,disciple
4329,said
4330,:
4331,Lord
4332,","
4333,suffer
4334,first
4335,go
4336,bury
4337,father
4338,.
4339,8:22
4340,.
4341,Jesus
4342,said
4343,:
4344,Follow
4345,","
4346,let
4347,dead
4348,bury
4349,dead
4350,.
4351,8:23
4352,.
4353,entered
4354,boat
4355,","
4356,disciple
4357,followed
4358,:
4359,8:24
4360,.
4361,behold
4362,great
4363,tempest
4364,arose
4365,sea
4366,","
4367,boat
4368,covered
4369,wave
4370,","
4371,asleep
4372,.
4373,8:25
4374,.
4375,came
4376,","
4377,awaked
4378,","
4379,saying
4380,:
4381,Lord
4382,","
4383,save
4384,u
4385,","
4386,perish
4387,.
4388,8:26
4389,.
4390,Jesus
4391,saith
4392,:
4393,fearful
4394,","
4395,ye
4396,little
4397,faith
4398,?
4399,rising
4400,","
4401,commanded
4402,wind
4403,","
4404,sea
4405,","
4406,came
4407,great
4408,calm
4409,.
4410,8:27
4411,.
4412,men
4413,wondered
4414,","
4415,saying
4416,:
4417,manner
4418,man
4419,","
4420,wind
4421,sea
4422,obey
4423,?
4424,8:28
4425,.
4426,come
4427,side
4428,water
4429,","
4430,country
4431,Gerasens
4432,","
4433,met
4434,two
4435,possessed
4436,devil
4437,","
4438,coming
4439,sepulchre
4440,","
4441,exceeding
4442,fierce
4443,","
4444,none
4445,could
4446,pas
4447,way
4448,.
4449,8:29
4450,.
4451,behold
4452,cried
4453,","
4454,saying
4455,:
4456,thee
4457,","
4458,Jesus
4459,Son
4460,God
4461,?
4462,art
4463,thou
4464,come
4465,hither
4466,torment
4467,u
4468,time
4469,?
4470,8:30
4471,.
4472,","
4473,far
4474,","
4475,herd
