,lemmatised_John
12189,18:21
12190,.
12191,askest
12192,thou
12193,?
12194,Ask
12195,heard
12196,spoken
12197,unto
12198,.
12199,Behold
12200,know
12201,thing
12202,said
12203,.
12204,18:22
12205,.
12206,said
12207,thing
12208,","
12209,one
12210,servant
12211,standing
12212,gave
12213,Jesus
12214,blow
12215,","
12216,saying
12217,:
12218,Answerest
12219,thou
12220,high
12221,priest
12222,?
12223,18:23
12224,.
12225,Jesus
12226,answered
12227,:
12228,spoken
12229,evil
12230,","
12231,give
12232,testimony
12233,evil
12234,;
12235,well
12236,","
12237,strikest
12238,thou
12239,?
12240,18:24
12241,.
12242,Annas
12243,sent
12244,bound
12245,Caiphas
12246,high
12247,priest
12248,.
12249,18:25
12250,.
12251,Simon
12252,Peter
12253,standing
12254,warming
12255,.
12256,said
12257,therefore
12258,:
12259,Art
12260,thou
12261,also
12262,one
12263,disciple
12264,?
12265,denied
12266,said
12267,:
12268,.
12269,18:26
12270,.
12271,One
12272,servant
12273,high
12274,priest
12275,(
12276,kinsman
12277,whose
12278,ear
12279,Peter
12280,cut
12281,)
12282,saith
12283,:
12284,see
12285,thee
12286,garden
12287,?
12288,18:27
12289,.
12290,therefore
12291,Peter
12292,denied
12293,:
12294,immediately
12295,cock
12296,crew
12297,.
12298,18:28
12299,.
12300,led
12301,Jesus
12302,Caiphas
12303,governor
12304,’
12305,hall
12306,.
12307,morning
12308,:
12309,went
12310,hall
12311,","
12312,might
12313,defiled
12314,","
12315,might
12316,eat
12317,pasch
12318,.
12319,18:29
12320,.
12321,Pilate
12322,therefore
12323,went
12324,","
12325,said
12326,:
12327,accusation
12328,bring
12329,man
12330,?
12331,18:30
12332,.
12333,answered
12334,said
12335,:
12336,malefactor
12337,","
12338,would
12339,delivered
12340,thee
12341,.
12342,18:31
12343,.
12344,Pilate
12345,therefore
12346,said
12347,:
12348,Take
12349,","
12350,judge
12351,according
12352,law
12353,.
12354,Jews
12355,therefore
12356,said
12357,:
12358,lawful
12359,u
12360,put
12361,man
12362,death
12363,.
12364,18:32
12365,.
12366,word
12367,Jesus
12368,might
12369,fulfilled
12370,","
12371,said
12372,","
12373,signifying
12374,death
12375,die
12376,.
12377,18:33
12378,.
12379,Pilate
12380,therefore
12381,went
12382,hall
12383,called
12384,Jesus
12385,said
12386,:
12387,Art
12388,thou
12389,king
12390,Jews
12391,?
12392,18:34
12393,.
12394,Jesus
12395,answered
12396,:
12397,Sayest
12398,thou
12399,thing
12400,thyself
12401,","
12402,others
12403,told
12404,thee
12405,?
12406,18:35
12407,.
12408,Pilate
12409,answered
12410,:
12411,Jew
12412,?
12413,Thy
12414,nation
12415,chief
12416,priest
12417,delivered
12418,thee
12419,.
12420,hast
12421,thou
12422,done
12423,?
12424,18:36
12425,.
12426,Jesus
12427,answered
12428,:
12429,kingdom
12430,world
12431,.
12432,kingdom
12433,world
12434,","
12435,servant
12436,would
12437,certainly
12438,strive
12439,delivered
12440,Jews
12441,:
12442,kingdom
12443,hence
12444,.
12445,18:37
12446,.
12447,Pilate
12448,therefore
12449,said
12450,:
12451,Art
12452,thou
12453,king
12454,?
12455,Jesus
12456,answered
12457,:
12458,Thou
12459,sayest
12460,king
12461,.
12462,born
12463,","
12464,came
12465,world
12466,;
12467,give
12468,testimony
12469,truth
12470,.
12471,Every
12472,one
12473,truth
12474,heareth
12475,voice
12476,.
12477,18:38
12478,.
12479,Pilate
12480,saith
12481,:
12482,truth
12483,?
12484,said
12485,","
12486,went
12487,Jews
12488,saith
12489,:
12490,find
12491,cause
12492,.
12493,18:39
12494,.
12495,custom
12496,release
12497,one
12498,unto
12499,Pasch
12500,.
12501,","
12502,therefore
12503,","
12504,release
12505,unto
12506,king
12507,Jews
12508,?
12509,18:40
12510,.
12511,cried
12512,","
12513,saying
12514,:
12515,man
12516,","
12517,Barabbas
12518,.
12519,Barabbas
12520,robber
12521,.
12522,John
12523,Chapter
12524,19
12525,continuation
12526,history
12527,Passion
12528,Christ
12529,.
12530,19:1
12531,.
12532,therefore
12533,Pilate
12534,took
12535,Jesus
12536,scourged
12537,.
12538,19:2
12539,.
12540,soldier
12541,platting
12542,crown
12543,thorn
12544,","
12545,put
12546,upon
12547,head
12548,:
12549,put
12550,purple
12551,garment
12552,.
12553,19:3
12554,.
12555,came
12556,said
12557,:
12558,Hail
12559,","
12560,king
12561,Jews
12562,.
12563,gave
12564,blow
12565,.
12566,19:4
12567,.
12568,Pilate
12569,therefore
12570,went
12571,forth
12572,saith
12573,:
12574,Behold
12575,","
12576,bring
12577,forth
12578,unto
12579,","
12580,may
12581,know
12582,find
12583,cause
12584,.
12585,19:5
12586,.
12587,(
12588,Jesus
12589,therefore
12590,came
12591,forth
12592,","
12593,bearing
12594,crown
12595,thorn
12596,purple
12597,garment
12598,.
12599,)
12600,saith
12601,:
12602,Behold
12603,Man
12604,.
12605,19:6
12606,.
12607,chief
12608,priest
12609,","
12610,therefore
12611,","
12612,servant
12613,seen
12614,","
12615,cried
12616,","
12617,saying
12618,:
12619,Crucify
12620,","
12621,Crucify
12622,.
12623,Pilate
12624,saith
12625,:
12626,Take
12627,","
12628,crucify
12629,:
12630,find
12631,cause
12632,.
12633,19:7
12634,.
12635,Jews
12636,answered
12637,:
12638,law
12639,;
12640,according
12641,law
12642,ought
12643,die
12644,","
12645,made
12646,Son
12647,God
12648,.
12649,19:8
12650,.
12651,Pilate
12652,therefore
12653,heard
12654,saying
12655,","
12656,feared
12657,.
12658,19:9
12659,.
12660,entered
12661,hall
12662,;
12663,said
12664,Jesus
12665,:
12666,Whence
12667,art
12668,thou
12669,?
12670,Jesus
12671,gave
12672,answer
12673,.
12674,19:10
12675,.
12676,Pilate
12677,therefore
12678,saith
12679,:
12680,Speakest
12681,thou
12682,?
12683,Knowest
12684,thou
12685,power
12686,crucify
12687,thee
12688,","
12689,power
12690,release
12691,thee
12692,?
12693,19:11
12694,.
12695,Jesus
12696,answered
12697,:
12698,Thou
12699,shouldst
12700,power
12701,","
12702,unless
12703,given
12704,thee
12705,.
12706,Therefore
12707,","
12708,hath
12709,delivered
12710,thee
12711,hath
12712,greater
12713,sin
12714,.
12715,19:12
12716,.
12717,henceforth
12718,Pilate
12719,sought
12720,release
12721,.
12722,Jews
12723,cried
12724,","
12725,saying
12726,:
12727,thou
12728,release
12729,man
12730,","
12731,thou
12732,art
12733,Caesar
12734,’
12735,friend
12736,.
12737,whosoever
12738,maketh
12739,king
12740,speaketh
12741,Caesar
12742,.
12743,19:13
12744,.
12745,Pilate
12746,heard
12747,word
12748,","
12749,brought
12750,Jesus
12751,forth
12752,sat
12753,judgment
12754,seat
12755,","
12756,place
12757,called
12758,Lithostrotos
12759,","
12760,Hebrew
12761,Gabbatha
12762,.
12763,19:14
12764,.
12765,parasceve
12766,pasch
12767,","
12768,sixth
12769,hour
12770,:
12771,saith
12772,Jews
12773,:
12774,Behold
12775,king
12776,.
12777,parasceve
12778,pasch
12779,....
12780,","
12781,day
12782,paschal
12783,sabbath
12784,.
12785,eve
12786,every
12787,sabbath
12788,called
12789,parasceve
12790,","
12791,day
12792,preparation
12793,.
12794,eve
12795,high
12796,sabbath
12797,","
12798,viz.
12799,","
12800,fell
12801,paschal
12802,week
12803,.
12804,19:15
12805,.
12806,cried
12807,:
12808,Away
12809,:
12810,Away
12811,:
12812,Crucify
12813,.
12814,Pilate
12815,saith
12816,:
12817,shall
12818,crucify
12819,king
12820,?
12821,chief
12822,priest
12823,answered
12824,:
12825,king
12826,Caesar
12827,.
12828,19:16
12829,.
12830,therefore
12831,delivered
12832,crucified
12833,.
12834,took
12835,Jesus
12836,led
12837,forth
12838,.
12839,19:17
12840,.
12841,bearing
12842,cross
12843,","
12844,went
12845,forth
12846,place
12847,called
12848,Calvary
12849,","
12850,Hebrew
12851,Golgotha
12852,.
12853,19:18
12854,.
12855,crucified
12856,","
12857,two
12858,others
12859,","
12860,one
12861,side
12862,","
12863,Jesus
12864,midst
12865,.
12866,19:19
12867,.
12868,Pilate
12869,wrote
12870,title
12871,also
12872,:
12873,put
12874,upon
12875,cross
12876,.
12877,writing
12878,:
12879,JESUS
12880,NAZARETH
12881,","
12882,KING
12883,JEWS
12884,.
12885,19:20
12886,.
12887,title
12888,therefore
12889,many
12890,Jews
12891,read
12892,:
12893,place
12894,Jesus
12895,crucified
12896,nigh
12897,city
12898,.
12899,written
12900,Hebrew
12901,","
12902,Greek
12903,","
12904,Latin
12905,.
12906,19:21
12907,.
12908,chief
12909,priest
12910,Jews
12911,said
12912,Pilate
12913,:
12914,Write
12915,:
12916,King
12917,Jews
12918,.
12919,said
12920,:
12921,King
12922,Jews
12923,.
12924,19:22
12925,.
12926,Pilate
12927,answered
12928,:
12929,written
12930,","
12931,written
12932,.
12933,19:23
12934,.
12935,soldier
12936,therefore
12937,","
12938,crucified
12939,","
12940,took
12941,garment
12942,","
12943,(
12944,made
12945,four
12946,part
12947,","
12948,every
12949,soldier
12950,part
12951,)
12952,also
12953,coat
12954,.
12955,coat
12956,without
12957,seam
12958,","
12959,woven
12960,top
12961,throughout
12962,.
12963,19:24
12964,.
12965,said
12966,one
12967,another
12968,:
12969,Let
12970,u
12971,cut
12972,let
12973,u
12974,cast
12975,lot
12976,","
12977,whose
12978,shall
12979,;
12980,scripture
12981,might
12982,fulfilled
12983,","
12984,saying
12985,:
12986,parted
12987,garment
12988,among
12989,","
12990,upon
12991,vesture
12992,cast
12993,lot
12994,.
12995,soldier
12996,indeed
12997,thing
12998,.
12999,19:25
13000,.
13001,stood
13002,cross
13003,Jesus
13004,","
13005,mother
13006,mother
13007,’
13008,sister
13009,","
13010,Mary
13011,Cleophas
13012,","
13013,Mary
13014,Magdalen
13015,.
13016,19:26
13017,.
13018,Jesus
13019,therefore
13020,seen
13021,mother
13022,disciple
13023,standing
13024,loved
13025,","
13026,saith
13027,mother
13028,:
13029,Woman
13030,","
13031,behold
13032,thy
13033,son
13034,.
13035,19:27
13036,.
13037,","
13038,saith
13039,disciple
13040,:
13041,Behold
13042,thy
13043,mother
13044,.
13045,hour
13046,","
13047,disciple
13048,took
13049,.
13050,19:28
13051,.
13052,Afterwards
13053,","
13054,Jesus
13055,knowing
13056,thing
13057,accomplished
13058,","
13059,scripture
13060,might
13061,fulfilled
13062,","
13063,said
13064,:
13065,thirst
13066,.
13067,19:29
13068,.
13069,vessel
13070,set
13071,","
13072,full
13073,vinegar
13074,.
13075,","
13076,putting
13077,sponge
13078,full
13079,vinegar
13080,hyssop
13081,","
13082,put
13083,mouth
13084,.
13085,19:30
13086,.
13087,Jesus
13088,therefore
13089,","
13090,taken
13091,vinegar
13092,","
13093,said
13094,:
13095,consummated
13096,.
13097,bowing
13098,head
13099,","
13100,gave
13101,ghost
13102,.
13103,19:31
13104,.
13105,Jews
13106,(
13107,parasceve
13108,)
13109,","
13110,body
13111,might
13112,remain
13113,upon
13114,cross
13115,sabbath
13116,day
13117,(
13118,great
13119,sabbath
13120,day
13121,)
13122,","
13123,besought
13124,Pilate
13125,leg
13126,might
13127,broken
13128,:
13129,might
13130,taken
13131,away
13132,.
13133,19:32
13134,.
13135,soldier
13136,therefore
13137,came
13138,:
13139,broke
13140,leg
13141,first
13142,","
13143,crucified
13144,.
13145,19:33
13146,.
13147,come
13148,Jesus
13149,","
13150,saw
13151,already
13152,dead
13153,","
13154,break
13155,leg
13156,.
13157,19:34
13158,.
13159,one
13160,soldier
13161,spear
13162,opened
13163,side
13164,:
13165,immediately
13166,came
13167,blood
13168,water
13169,.
13170,19:35
13171,.
13172,saw
13173,hath
13174,given
13175,testimony
13176,:
13177,testimony
13178,true
13179,.
13180,knoweth
13181,saith
13182,true
13183,:
13184,also
13185,may
13186,believe
13187,.
13188,19:36
13189,.
13190,thing
13191,done
13192,scripture
13193,might
13194,fulfilled
13195,:
13196,shall
13197,break
13198,bone
13199,.
13200,19:37
13201,.
13202,another
13203,scripture
13204,saith
13205,:
13206,shall
13207,look
13208,pierced
13209,.
13210,19:38
13211,.
13212,thing
13213,","
13214,Joseph
13215,Arimathea
13216,(
13217,disciple
13218,Jesus
13219,","
13220,secretly
13221,fear
13222,Jews
13223,)
13224,","
13225,besought
13226,Pilate
13227,might
13228,take
13229,away
13230,body
13231,Jesus
13232,.
13233,Pilate
13234,gave
13235,leave
13236,.
13237,came
13238,therefore
13239,took
13240,away
13241,body
13242,Jesus
13243,.
13244,19:39
13245,.
13246,Nicodemus
13247,also
13248,came
13249,(
13250,first
13251,came
13252,Jesus
13253,night
13254,)
13255,","
13256,bringing
13257,mixture
13258,myrrh
13259,aloe
13260,","
13261,hundred
13262,pound
13263,weight
13264,.
13265,19:40
13266,.
13267,took
13268,therefore
13269,body
13270,Jesus
13271,bound
13272,linen
13273,cloth
13274,","
13275,spice
13276,","
13277,manner
13278,Jews
13279,bury
13280,.
13281,19:41
13282,.
13283,place
13284,crucified
13285,garden
13286,:
13287,garden
13288,new
13289,sepulchre
13290,","
13291,wherein
13292,man
13293,yet
13294,laid
13295,.
13296,19:42
13297,.
13298,","
13299,therefore
13300,","
13301,parasceve
13302,Jews
13303,","
13304,laid
13305,Jesus
13306,:
13307,sepulchre
13308,nigh
13309,hand
13310,.
13311,John
13312,Chapter
13313,20
13314,Christ
13315,’
13316,resurrection
13317,manifestation
13318,disciple
13319,.
13320,20:1
13321,.
13322,first
13323,day
13324,week
13325,","
13326,Mary
13327,Magdalen
13328,cometh
13329,early
13330,","
13331,yet
13332,dark
13333,","
13334,unto
13335,sepulchre
13336,:
13337,saw
13338,stone
13339,taken
13340,away
13341,sepulchre
13342,.
13343,20:2
13344,.
13345,ran
13346,therefore
13347,cometh
13348,Simon
13349,Peter
13350,disciple
13351,Jesus
13352,loved
13353,saith
13354,:
13355,taken
13356,away
13357,Lord
13358,sepulchre
13359,:
13360,know
13361,laid
13362,.
13363,20:3
13364,.
13365,Peter
13366,therefore
13367,went
13368,","
13369,disciple
13370,:
13371,came
13372,sepulchre
13373,.
13374,20:4
13375,.
13376,ran
13377,together
13378,:
13379,disciple
13380,outrun
13381,Peter
13382,came
13383,first
13384,sepulchre
13385,.
13386,20:5
13387,.
13388,stooped
13389,","
13390,saw
13391,linen
13392,cloth
13393,lying
13394,:
13395,yet
13396,went
13397,.
13398,20:6
13399,.
13400,cometh
13401,Simon
13402,Peter
13403,","
13404,following
13405,","
13406,went
13407,sepulchre
13408,:
13409,saw
13410,linen
13411,cloth
13412,lying
13413,","
13414,20:7
13415,.
13416,napkin
13417,head
13418,","
13419,lying
13420,linen
13421,cloth
13422,","
13423,apart
13424,","
13425,wrapped
13426,one
13427,place
13428,.
13429,20:8
13430,.
13431,disciple
13432,also
13433,went
13434,","
13435,came
13436,first
13437,sepulchre
13438,:
13439,saw
13440,believed
13441,.
13442,20:9
13443,.
13444,yet
13445,knew
13446,scripture
13447,","
13448,must
13449,rise
13450,dead
13451,.
13452,20:10
13453,.
13454,disciple
13455,therefore
13456,departed
13457,home
13458,.
13459,20:11
13460,.
13461,Mary
13462,stood
13463,sepulchre
13464,without
13465,","
13466,weeping
13467,.
13468,weeping
13469,","
13470,stooped
13471,looked
13472,sepulchre
13473,","
13474,20:12
13475,.
13476,saw
13477,two
13478,angel
13479,white
13480,","
13481,sitting
13482,","
13483,one
13484,head
13485,","
13486,one
13487,foot
13488,","
13489,body
13490,Jesus
13491,laid
13492,.
13493,20:13
13494,.
13495,say
13496,:
13497,Woman
13498,","
13499,weepest
13500,thou
13501,?
13502,saith
13503,:
13504,taken
13505,away
13506,Lord
13507,:
13508,know
13509,laid
13510,.
13511,20:14
13512,.
13513,thus
13514,said
13515,","
13516,turned
13517,back
13518,saw
13519,Jesus
13520,standing
13521,:
13522,knew
13523,Jesus
13524,.
13525,20:15
13526,.
13527,Jesus
13528,saith
13529,:
13530,Woman
13531,","
13532,weepest
13533,thou
13534,?
13535,seekest
13536,thou
13537,?
13538,","
13539,thinking
13540,gardener
13541,","
13542,saith
13543,:
13544,Sir
13545,","
13546,thou
13547,hast
13548,taken
13549,hence
13550,","
13551,tell
13552,thou
13553,hast
13554,laid
13555,:
13556,take
13557,away
13558,.
13559,20:16
13560,.
13561,Jesus
13562,saith
13563,:
13564,Mary
13565,.
13566,turning
13567,","
13568,saith
13569,:
13570,Rabboni
13571,(
13572,say
13573,","
13574,Master
13575,)
13576,.
13577,20:17
13578,.
13579,Jesus
13580,saith
13581,:
13582,touch
13583,:
13584,yet
13585,ascended
13586,Father
13587,.
13588,go
13589,brother
13590,say
13591,:
13592,ascend
13593,Father
13594,Father
13595,","
13596,God
13597,God
13598,.
13599,20:18
13600,.
13601,Mary
13602,Magdalen
13603,cometh
13604,telleth
13605,disciple
13606,:
13607,seen
13608,Lord
13609,;
13610,thing
13611,said
13612,.
13613,20:19
13614,.
13615,late
13616,day
13617,","
13618,first
13619,week
13620,","
13621,door
13622,shut
13623,","
13624,disciple
13625,gathered
13626,together
13627,","
13628,fear
13629,Jews
13630,","
13631,Jesus
13632,came
13633,stood
13634,midst
13635,said
13636,:
13637,Peace
13638,.
13639,door
13640,shut
13641,....
13642,power
13643,could
13644,bring
13645,Christ
13646,’
13647,whole
13648,body
13649,","
13650,entire
13651,dimension
13652,","
13653,door
13654,","
13655,without
13656,least
13657,question
13658,make
13659,body
13660,really
13661,present
13662,sacrament
13663,;
13664,though
13665,one
13666,comprehension
13667,.
13668,20:20
13669,.
13670,said
13671,","
13672,shewed
13673,hand
13674,side
13675,.
13676,disciple
13677,therefore
13678,glad
13679,","
13680,saw
13681,Lord
13682,.
13683,20:21
13684,.
13685,said
13686,therefore
13687,:
13688,Peace
13689,.
13690,Father
13691,hath
13692,sent
13693,","
13694,also
13695,send
13696,.
13697,20:22
13698,.
13699,said
13700,","
13701,breathed
13702,;
13703,said
13704,:
13705,Receive
13706,ye
13707,Holy
13708,Ghost
13709,.
13710,20:23
13711,.
13712,Whose
13713,sin
13714,shall
13715,forgive
13716,","
13717,forgiven
13718,:
13719,whose
13720,sin
13721,shall
13722,retain
13723,","
13724,retained
13725,.
13726,Whose
13727,sin
13728,","
13729,etc
13730,....
13731,See
13732,commission
13733,","
13734,stamped
13735,broad
13736,seal
13737,heaven
13738,","
13739,virtue
13740,pastor
13741,Christ
13742,’
13743,church
13744,absolve
13745,repenting
13746,sinner
13747,upon
13748,confession
13749,.
13750,20:24
13751,.
13752,Thomas
13753,","
13754,one
13755,twelve
13756,","
13757,called
13758,Didymus
13759,","
13760,Jesus
13761,came
13762,.
13763,20:25
13764,.
13765,disciple
13766,therefore
13767,said
13768,:
13769,seen
13770,Lord
13771,.
13772,said
13773,:
13774,Except
13775,shall
13776,see
13777,hand
13778,print
13779,nail
13780,put
13781,finger
13782,place
13783,nail
13784,put
13785,hand
13786,side
13787,","
13788,believe
13789,.
13790,20:26
13791,.
13792,eight
13793,day
13794,","
13795,disciple
13796,within
13797,","
13798,Thomas
13799,.
13800,Jesus
13801,cometh
13802,","
13803,door
13804,shut
13805,","
13806,stood
13807,midst
13808,said
13809,:
13810,Peace
13811,.
13812,20:27
13813,.
13814,said
13815,Thomas
13816,:
13817,Put
13818,thy
13819,finger
13820,hither
13821,see
13822,hand
13823,.
13824,bring
13825,hither
13826,thy
13827,hand
13828,put
13829,side
13830,.
13831,faithless
13832,","
13833,believing
13834,.
13835,20:28
13836,.
13837,Thomas
13838,answered
13839,said
13840,:
13841,Lord
13842,God
13843,.
13844,20:29
13845,.
13846,Jesus
13847,saith
13848,:
13849,thou
13850,hast
13851,seen
13852,","
13853,Thomas
13854,","
13855,thou
13856,hast
13857,believed
13858,:
13859,blessed
13860,seen
13861,believed
13862,.
13863,20:30
13864,.
13865,Many
13866,sign
13867,also
13868,Jesus
13869,sight
13870,disciple
13871,","
13872,written
13873,book
13874,.
13875,20:31
13876,.
13877,written
13878,","
13879,may
13880,believe
13881,Jesus
13882,Christ
13883,","
13884,Son
13885,God
13886,:
13887,believing
13888,","
13889,may
13890,life
13891,name
13892,.
13893,John
13894,Chapter
13895,21
13896,Christ
13897,manifest
13898,disciple
13899,sea
13900,side
13901,give
13902,Peter
13903,charge
13904,sheep
13905,.
13906,21:1
13907,.
13908,","
13909,Jesus
13910,shewed
13911,disciple
13912,sea
13913,Tiberias
13914,.
13915,shewed
13916,manner
13917,.
13918,21:2
13919,.
13920,together
13921,:
13922,Simon
13923,Peter
13924,Thomas
13925,","
13926,called
13927,Didymus
13928,","
13929,Nathanael
13930,","
13931,Cana
13932,Galilee
13933,","
13934,son
13935,Zebedee
13936,two
13937,others
13938,disciple
13939,.
13940,21:3
13941,.
13942,Simon
13943,Peter
13944,saith
13945,:
13946,go
13947,fishing
13948,.
13949,say
13950,:
13951,also
13952,come
13953,thee
13954,.
13955,went
13956,forth
13957,entered
13958,ship
13959,:
13960,night
13961,caught
13962,nothing
13963,.
13964,21:4
13965,.
13966,morning
13967,come
13968,","
13969,Jesus
13970,stood
13971,shore
13972,:
13973,yet
13974,disciple
13975,knew
13976,Jesus
13977,.
13978,21:5
13979,.
13980,Jesus
13981,therefore
13982,said
13983,:
13984,Children
13985,","
13986,meat
13987,?
13988,answered
13989,:
13990,.
13991,21:6
13992,.
13993,saith
13994,:
13995,Cast
13996,net
13997,right
13998,side
13999,ship
14000,;
14001,shall
14002,find
14003,.
14004,cast
14005,therefore
14006,:
14007,able
14008,draw
14009,","
14010,multitude
14011,fish
14012,.
14013,21:7
14014,.
14015,disciple
14016,therefore
14017,Jesus
14018,loved
14019,said
14020,Peter
14021,:
14022,Lord
14023,.
14024,Simon
14025,Peter
14026,","
14027,heard
14028,Lord
14029,","
14030,girt
14031,coat
14032,(
14033,naked
14034,)
14035,cast
14036,sea
14037,.
14038,21:8
14039,.
14040,disciple
14041,came
14042,ship
14043,(
14044,far
14045,land
14046,","
14047,two
14048,hundred
14049,cubit
14050,)
14051,dragging
14052,net
14053,fish
14054,.
14055,21:9
14056,.
14057,soon
14058,came
14059,land
14060,saw
14061,hot
14062,coal
14063,lying
14064,","
14065,fish
14066,laid
14067,thereon
14068,","
14069,bread
14070,.
14071,21:10
14072,.
14073,Jesus
14074,saith
14075,:
14076,Bring
14077,hither
14078,fish
14079,caught
14080,.
14081,21:11
14082,.
14083,Simon
14084,Peter
14085,went
14086,drew
14087,net
14088,land
14089,","
14090,full
14091,great
14092,fish
14093,","
14094,one
14095,hundred
14096,fifty-three
14097,.
14098,although
14099,many
14100,","
14101,net
14102,broken
14103,.
14104,21:12
14105,.
14106,Jesus
14107,saith
14108,:
14109,Come
14110,dine
14111,.
14112,none
14113,meat
14114,","
14115,durst
14116,ask
14117,:
14118,art
14119,thou
14120,?
14121,Knowing
14122,Lord
14123,.
14124,21:13
14125,.
14126,Jesus
14127,cometh
14128,taketh
14129,bread
14130,giveth
14131,:
14132,fish
14133,like
14134,manner
14135,.
14136,21:14
14137,.
14138,third
14139,time
14140,Jesus
14141,manifested
14142,disciple
14143,","
14144,risen
14145,dead
14146,.
14147,21:15
14148,.
14149,therefore
14150,dined
14151,","
14152,Jesus
14153,saith
14154,Simon
14155,Peter
14156,:
14157,Simon
14158,","
14159,son
14160,John
14161,","
14162,lovest
14163,thou
14164,?
14165,saith
14166,:
14167,Yea
14168,","
14169,Lord
14170,","
14171,thou
14172,knowest
14173,love
14174,thee
14175,.
14176,saith
14177,:
14178,Feed
14179,lamb
14180,.
14181,21:16
14182,.
14183,saith
14184,:
14185,Simon
14186,","
14187,son
14188,John
14189,","
14190,lovest
14191,thou
14192,?
14193,saith
14194,:
14195,yea
14196,","
14197,Lord
14198,","
14199,thou
14200,knowest
14201,love
14202,thee
14203,.
14204,saith
14205,:
14206,Feed
14207,lamb
14208,.
14209,21:17
14210,.
14211,said
14212,third
14213,time
14214,:
14215,Simon
14216,","
14217,son
14218,John
14219,","
14220,lovest
14221,thou
14222,?
14223,Peter
14224,grieved
14225,said
14226,third
14227,time
14228,:
14229,Lovest
14230,thou
14231,?
14232,said
14233,:
14234,Lord
14235,","
14236,thou
14237,knowest
14238,thing
14239,:
14240,thou
14241,knowest
14242,love
14243,thee
14244,.
14245,said
14246,:
14247,Feed
14248,sheep
14249,.
14250,Feed
14251,sheep
14252,....
14253,Lord
14254,promised
14255,spiritual
14256,supremacy
14257,St.
14258,Peter
14259,;
14260,St.
14261,Matt
14262,.
14263,16
14264,.
14265,19
14266,;
14267,fulfils
14268,promise
14269,","
14270,charging
14271,superintendency
14272,sheep
14273,","
14274,without
14275,exception
14276,;
14277,consequently
14278,whole
14279,flock
14280,","
14281,","
14282,church
14283,.
14284,21:18
14285,.
14286,Amen
14287,","
14288,amen
14289,","
14290,say
14291,thee
14292,","
14293,thou
14294,wast
14295,younger
14296,","
14297,thou
14298,didst
14299,gird
14300,thyself
14301,didst
14302,walk
14303,thou
14304,wouldst
14305,.
14306,thou
14307,shalt
14308,old
14309,","
14310,thou
14311,shalt
14312,stretch
14313,forth
14314,thy
14315,hand
14316,","
14317,another
14318,shall
14319,gird
14320,thee
14321,lead
14322,thee
14323,whither
14324,thou
14325,wouldst
14326,.
14327,21:19
14328,.
14329,said
14330,","
14331,signifying
14332,death
14333,glorify
14334,God
14335,.
14336,said
14337,","
14338,saith
14339,:
14340,Follow
14341,.
14342,21:20
14343,.
14344,Peter
14345,turning
14346,","
14347,saw
14348,disciple
14349,Jesus
14350,loved
14351,following
14352,","
14353,also
14354,leaned
14355,breast
14356,supper
14357,said
14358,:
14359,Lord
14360,","
14361,shall
14362,betray
14363,thee
14364,?
14365,21:21
14366,.
14367,therefore
14368,Peter
14369,seen
14370,","
14371,saith
14372,Jesus
14373,:
14374,Lord
14375,","
14376,shall
14377,man
14378,?
14379,21:22
14380,.
14381,Jesus
14382,saith
14383,:
14384,remain
14385,till
14386,come
14387,","
14388,thee
14389,?
14390,Follow
14391,thou
14392,.
14393,21:23
14394,.
14395,saying
14396,therefore
14397,went
14398,abroad
14399,among
14400,brother
14401,","
14402,disciple
14403,die
14404,.
14405,Jesus
14406,say
14407,:
14408,die
14409,;
14410,:
14411,remain
14412,till
14413,come
14414,","
14415,thee
14416,?
14417,21:24
14418,.
14419,disciple
14420,giveth
14421,testimony
14422,thing
14423,hath
14424,written
14425,thing
14426,:
14427,know
14428,testimony
14429,true
14430,.
14431,21:25
14432,.
14433,also
14434,many
14435,thing
14436,Jesus
14437,","
14438,written
14439,every
14440,one
14441,","
14442,world
14443,.
14444,think
14445,","
14446,would
14447,able
14448,contain
14449,book
14450,written
14451,.
