,lemmatised_Mark
9753,:
9754,called
9755,together
9756,whole
9757,band
9758,.
9759,15:17
9760,.
9761,clothed
9762,purple
9763,:
9764,","
9765,platting
9766,crown
9767,thorn
9768,","
9769,put
9770,upon
9771,.
9772,15:18
9773,.
9774,began
9775,salute
9776,:
9777,Hail
9778,","
9779,king
9780,Jews
9781,.
9782,15:19
9783,.
9784,struck
9785,head
9786,reed
9787,:
9788,spit
9789,.
9790,bowing
9791,knee
9792,","
9793,adored
9794,.
9795,15:20
9796,.
9797,mocked
9798,","
9799,took
9800,purple
9801,put
9802,garment
9803,:
9804,led
9805,crucify
9806,.
9807,15:21
9808,.
9809,forced
9810,one
9811,Simon
9812,Cyrenian
9813,","
9814,passed
9815,coming
9816,country
9817,","
9818,father
9819,Alexander
9820,Rufus
9821,","
9822,take
9823,cross
9824,.
9825,15:22
9826,.
9827,bring
9828,place
9829,called
9830,Golgotha
9831,","
9832,interpreted
9833,","
9834,place
9835,Calvary
9836,.
9837,15:23
9838,.
9839,gave
9840,drink
9841,wine
9842,mingled
9843,myrrh
9844,.
9845,took
9846,.
9847,15:24
9848,.
9849,crucifying
9850,","
9851,divided
9852,garment
9853,","
9854,casting
9855,lot
9856,upon
9857,","
9858,every
9859,man
9860,take
9861,.
9862,15:25
9863,.
9864,third
9865,hour
9866,:
9867,crucified
9868,.
9869,third
9870,hour
9871,....
9872,ancient
9873,account
9874,divided
9875,day
9876,four
9877,part
9878,","
9879,named
9880,hour
9881,began
9882,;
9883,first
9884,","
9885,third
9886,","
9887,sixth
9888,","
9889,ninth
9890,hour
9891,.
9892,Lord
9893,crucified
9894,little
9895,noon
9896,;
9897,third
9898,hour
9899,quite
9900,expired
9901,;
9902,sixth
9903,hour
9904,near
9905,hand
9906,.
9907,15:26
9908,.
9909,inscription
9910,cause
9911,written
9912,:
9913,KING
9914,JEWS
9915,.
9916,15:27
9917,.
9918,crucify
9919,two
9920,thief
9921,:
9922,one
9923,right
9924,hand
9925,","
9926,left
9927,.
9928,15:28
9929,.
9930,scripture
9931,fulfilled
9932,","
9933,saith
9934,:
9935,wicked
9936,reputed
9937,.
9938,15:29
9939,.
9940,passed
9941,blasphemed
9942,","
9943,wagging
9944,head
9945,saying
9946,:
9947,Vah
9948,","
9949,thou
9950,destroyest
9951,temple
9952,God
9953,three
9954,day
9955,buildest
9956,:
9957,15:30
9958,.
9959,Save
9960,thyself
9961,","
9962,coming
9963,cross
9964,.
9965,15:31
9966,.
9967,like
9968,manner
9969,also
9970,chief
9971,priest
9972,","
9973,mocking
9974,","
9975,said
9976,scribe
9977,one
9978,another
9979,:
9980,saved
9981,others
9982,;
9983,save
9984,.
9985,15:32
9986,.
9987,Let
9988,Christ
9989,king
9990,Israel
9991,come
9992,cross
9993,","
9994,may
9995,see
9996,believe
9997,.
9998,crucified
9999,","
10000,reviled
10001,.
10002,15:33
10003,.
10004,sixth
10005,hour
10006,come
10007,","
10008,darkness
10009,whole
10010,earth
10011,ninth
10012,hour
10013,.
10014,15:34
10015,.
10016,ninth
10017,hour
10018,","
10019,Jesus
10020,cried
10021,loud
10022,voice
10023,","
10024,saying
10025,:
10026,Eloi
10027,","
10028,Eloi
10029,","
10030,lamma
10031,sabacthani
10032,?
10033,","
10034,interpreted
10035,:
10036,God
10037,","
10038,God
10039,","
10040,hast
10041,thou
10042,forsaken
10043,?
10044,15:35
10045,.
10046,stander
10047,hearing
10048,","
10049,said
10050,:
10051,Behold
10052,calleth
10053,Elias
10054,.
10055,15:36
10056,.
10057,one
10058,running
10059,filling
10060,sponge
10061,vinegar
10062,putting
10063,upon
10064,reed
10065,","
10066,gave
10067,drink
10068,","
10069,saying
10070,:
10071,Stay
10072,","
10073,let
10074,u
10075,see
10076,Elias
10077,come
10078,take
10079,.
10080,15:37
10081,.
10082,Jesus
10083,","
10084,cried
10085,loud
10086,voice
10087,","
10088,gave
10089,ghost
10090,.
10091,15:38
10092,.
10093,veil
10094,temple
10095,rent
10096,two
10097,","
10098,top
10099,bottom
10100,.
10101,15:39
10102,.
10103,centurion
10104,stood
10105,","
10106,seeing
10107,cry
10108,manner
10109,given
10110,ghost
10111,","
10112,said
10113,:
10114,Indeed
10115,man
10116,son
10117,God
10118,.
10119,15:40
10120,.
10121,also
10122,woman
10123,looking
10124,afar
10125,:
10126,among
10127,Mary
10128,Magdalen
10129,Mary
10130,mother
10131,James
10132,Less
10133,Joseph
10134,Salome
10135,","
10136,15:41.
10137,also
10138,Galilee
10139,followed
10140,ministered
10141,","
10142,many
10143,woman
10144,came
10145,Jerusalem
10146,.
10147,15:42
10148,.
10149,evening
10150,come
10151,(
10152,Parasceve
10153,","
10154,","
10155,day
10156,sabbath
10157,)
10158,","
10159,15:43
10160,.
10161,Joseph
10162,Arimathea
10163,","
10164,noble
10165,counsellor
10166,","
10167,also
10168,looking
10169,kingdom
10170,God
10171,","
10172,came
10173,went
10174,boldly
10175,Pilate
10176,begged
10177,body
10178,Jesus
10179,.
10180,15:44
10181,.
10182,Pilate
10183,wondered
10184,already
10185,dead
10186,.
10187,sending
10188,centurion
10189,","
10190,asked
10191,already
10192,dead
10193,.
10194,15:45
10195,.
10196,understood
10197,centurion
10198,","
10199,gave
10200,body
10201,Joseph
10202,.
10203,15:46
10204,.
10205,Joseph
10206,","
10207,buying
10208,fine
10209,linen
10210,taking
10211,","
10212,wrapped
10213,fine
10214,linen
10215,laid
10216,sepulchre
10217,hewed
10218,rock
10219,.
10220,rolled
10221,stone
10222,door
10223,sepulchre
10224,.
10225,15:47
10226,.
10227,Mary
10228,Magdalen
10229,Mary
10230,mother
10231,Joseph
10232,","
10233,beheld
10234,laid
10235,.
10236,Mark
10237,Chapter
10238,16
10239,Christ
10240,’
10241,resurrection
10242,ascension
10243,.
10244,16:1
10245,.
10246,sabbath
10247,past
10248,","
10249,Mary
10250,Magdalen
10251,Mary
10252,mother
10253,James
10254,Salome
10255,bought
10256,sweet
10257,spice
10258,","
10259,coming
10260,","
10261,might
10262,anoint
10263,Jesus
10264,.
10265,16:2
10266,.
10267,early
10268,morning
10269,","
10270,first
10271,day
10272,week
10273,","
10274,come
10275,sepulchre
10276,","
10277,sun
10278,risen
10279,.
10280,sun
10281,risen
10282,....
10283,set
10284,light
10285,","
10286,go
10287,sepulchre
10288,;
10289,sun
10290,risen
10291,arrived
10292,.
10293,","
10294,figuratively
10295,","
10296,sun
10297,spoken
10298,sun
10299,justice
10300,","
10301,Christ
10302,Jesus
10303,Lord
10304,","
10305,risen
10306,coming
10307,.
10308,16:3
10309,.
10310,said
10311,one
10312,another
10313,:
10314,shall
10315,roll
10316,u
10317,back
10318,stone
10319,door
10320,sepulchre
10321,?
10322,16:4
10323,.
10324,looking
10325,","
10326,saw
10327,stone
10328,rolled
10329,back
10330,.
10331,great
10332,.
10333,16:5
10334,.
10335,entering
10336,sepulchre
10337,","
10338,saw
10339,young
10340,man
10341,sitting
10342,right
10343,side
10344,","
10345,clothed
10346,white
10347,robe
10348,:
10349,astonished
10350,.
10351,16:6.
10352,saith
10353,:
10354,affrighted
10355,;
10356,seek
10357,Jesus
10358,Nazareth
10359,","
10360,crucified
10361,.
10362,risen
10363,:
10364,.
10365,Behold
10366,place
10367,laid
10368,.
10369,16:7
10370,.
10371,go
10372,","
10373,tell
10374,disciple
10375,Peter
10376,goeth
10377,Galilee
10378,.
10379,shall
10380,see
10381,","
10382,told
10383,.
10384,16:8
10385,.
10386,going
10387,","
10388,fled
10389,sepulchre
10390,:
10391,trembling
10392,fear
10393,seized
10394,.
10395,said
10396,nothing
10397,man
10398,:
10399,afraid
10400,.
10401,16:9
10402,.
10403,rising
10404,early
10405,first
10406,day
10407,week
10408,","
10409,appeared
10410,first
10411,Mary
10412,Magdalen
10413,;
10414,cast
10415,seven
10416,devil
10417,.
10418,16:10
10419,.
10420,went
10421,told
10422,","
10423,mourning
10424,weeping
10425,.
10426,16:11
10427,.
10428,hearing
10429,alive
10430,seen
10431,","
10432,believe
10433,.
10434,16:12
10435,.
10436,appeared
10437,another
10438,shape
10439,two
10440,walking
10441,","
10442,going
10443,country
10444,.
10445,16:13
10446,.
10447,going
10448,told
10449,rest
10450,:
10451,neither
10452,believe
10453,.
10454,16:14
10455,.
10456,length
10457,appeared
10458,eleven
10459,table
10460,:
10461,upbraided
10462,incredulity
10463,hardness
10464,heart
10465,","
10466,believe
10467,seen
10468,risen
10469,.
10470,16:15
10471,.
10472,said
10473,:
10474,Go
10475,ye
10476,whole
10477,world
10478,preach
10479,gospel
10480,every
10481,creature
10482,.
10483,16:16
10484,.
10485,believeth
10486,baptized
10487,shall
10488,saved
10489,:
10490,believeth
10491,shall
10492,condemned
10493,.
10494,16:17
10495,.
10496,sign
10497,shall
10498,follow
10499,believe
10500,:
10501,name
10502,shall
10503,cast
10504,devil
10505,.
10506,shall
10507,speak
10508,new
10509,tongue
10510,.
10511,16:18
10512,.
10513,shall
10514,take
10515,serpent
10516,:
10517,shall
10518,drink
10519,deadly
10520,thing
10521,","
10522,shall
10523,hurt
10524,.
10525,shall
10526,lay
10527,hand
10528,upon
10529,sick
10530,:
10531,shall
10532,recover
10533,.
10534,16:19
10535,.
10536,Lord
10537,Jesus
10538,","
10539,spoken
10540,","
10541,taken
10542,heaven
10543,sitteth
10544,right
10545,hand
10546,God
10547,.
10548,16:20
10549,.
10550,going
10551,forth
10552,preached
10553,every
10554,:
10555,Lord
10556,working
10557,withal
10558,","
10559,confirming
10560,word
10561,sign
10562,followed
10563,.
